"id","word"
"34960","shetland"
"92304","grimper"
"436372","corycée"
"141457","bande"
"141463","piqué"
"84122","tauromachie"
"166046","poids mouche"
"141470","dan"
"1812615","relais>sport"
"2484408","le pas et le saut"
"141471","cavalier"
"59550","raquette"
"436376","oulak"
"92321","bunker"
"34976","lunule"
"239778","gourmette>équitation"
"6801604","=foot="
"84133","prolongation"
"3729552","ultimate fresbee"
"166059","nage indienne"
"108716","interclubs"
"26801","moucheté"
"247990","Genesis"
"3729551","omnikin"
"18617","feud"
"116927","salière"
"231612","centre de remise en forme"
"231618","krav-maga"
"51395","sarbacane"
"256196","fjord>cheval"
"108745","canyoning"
"75977","judoka"
"305356","avoir mal partout"
"2476267","tournoi des Petits As"
"133331","fair-play"
"3262693","pointeur>sport"
"7841954","|t=1|w=0.0"
"92378","habillement"
"141534","combine"
"125152","culturisme"
"84200","porteur"
"51433","hurdler"
"43241","participer"
"395498","désosseur"
"92396","cross"
"141548","frappe"
"10483","victoire"
"2787548","trail>course à pied"
"76023","rouleur"
"92410","repêchage"
"67834","traceur"
"2377944","dézoner"
"2427096","canot à glace"
"84223","essai"
"3303628","international>sportif de haut niveau"
"280837","Coupe du monde de la FIFA"
"108803","drive"
"321804","réglette>alpinisme"
"59659","sous la main"
"108810","loader"
"18699","remonter"
"157967","numéro un"
"9161112","sport dangereux"
"5990734","groupe de garçons"
"2419006","snowbike"
"280863","match de préparation"
"321828","haut-le-corps>équitation"
"239911","rappel>escalade"
"166183","ski de piste"
"3180821","foot de boue"
"35110","monté"
"100649","apnée"
"141611","pointe"
"7612736","=field="
"2358","christiania"
"215348","freestyle"
"2517265","tranchefil"
"59703","Nouvelle-Angleterre"
"100668","gain"
"330043","goofy"
"133442","stemmchristiania"
"2951532","assurer>équitation"
"10564","déplacement"
"248136","finale dames"
"2460014","cheval de main"
"2361704","en amazone"
"5376286","course scratch"
"125260","renfermer"
"84300","sélectionneur"
"174418","pingpong"
"166226","boxe anglaise"
"166227","boxe française"
"3230051","minime>sportif"
"166225","sport de combat"
"6285578","patient coronarien"
"2951547","avertir>équitation"
"215381","colonie de vacances"
"264530","tenir la corde"
"35158","embouchure"
"2951540","s\'assurer>alpinisme"
"2550137","temps de galop"
"26976","vert"
"84321","faucher"
"592233","fanatique>Adj:"
"117088","monoski"
"2403","challenge"
"2451776","descendeuse"
"174436","temps mort"
"239976","hydrospeed"
"338286","balle de break"
"26988","quart-de-finaliste"
"51568","pelote"
"321911","s\'aplatir>rugby"
"239991","coaching"
"117108","qualificatif"
"84343","pratiquer"
"215419","service>tennis"
"76156","déclarer forfait"
"3492171","bouchon>rugby"
"239996","poulain>cheval"
"1829272","BUT"
"5515728","Genesis>catch"
"248198","_SEX_NO"
"567694","raid nature"
"84360","bouchonner"
"2361774","peur de gagner"
"231816","raid>sport"
"2525613","embler"
"43404","porter"
"215439","bombe>casque d\'équitation"
"18828","coach"
"166284","roue de bicyclette"
"1730965","compétition nautique"
"67985","bloqueur"
"35220","match"
"100757","défaite"
"2394545","euroligue"
"59797","arçon"
"231829","trêve hivernale"
"10647","dépense"
"387484","voiture sport"
"3492268","ballon>gymnastique"
"117146","coq"
"59804","aïkidoka"
"321946","match de handball"
"84384","boxe"
"231841","Ribéry"
"68004","piqueur"
"51624","bloquer"
"84395","cheval-arçons"
"35246","finisseur"
"108977","dominer"
"297397","touchdown"
"240049","isabelle>cheval"
"2501011","street fishing"
"5515746","Mark Andrews>rugby"
"76214","suiveur"
"100793","lober"
"92600","dameuse"
"9259312","zain>Adj:"
"59839","forfait"
"92606","canotier"
"174531","acrochirisme"
"108994","bandy"
"2435555","ballottade"
"84423","triathlonien"
"223689","OL"
"43466","passé"
"43468","shoot"
"207316","rouleau ventral"
"27097","gymnase"
"2361853","ultrafond"
"149979","quadruplé"
"117208","varapper"
"2361854","ultra-marathon"
"158172","petit filet"
"109023","poudreuse"
"84447","serpentine"
"240101","centre>sport"
"125414","riposte"
"2378188","chessboxing"
"27114","catégorie"
"240105","patiner>sport"
"182760","hymne national"
"84459","égalité"
"149999","quintuplé"
"43504","physique"
"27120","train"
"248304","commentateur sportif"
"2548","handicaper"
"281072","football en salle"
"2549","aubert"
"281073","mini-foot"
"281074","soccer en salle"
"272883","Le rallye de Monte-Carlo"
"346621","danse indienne"
"109048","cale-pied"
"346618","danse espagnole"
"322052","croisement>escrime"
"100865","parapentiste"
"166400","capoeïra"
"92675","bringue"
"1788441","imposé>obligatoire"
"133639","gourmette"
"43527","en-avant"
"2568","ros"
"2337323","passionné de foot"
"2427436","peaux de mouton"
"68107","combat"
"117258","kayak"
"2572","marcheur"
"248332","ceinture abdominale"
"2337324","passionné de football"
"313877","cardiopathie ischémique"
"2353713","roulader>gymnastique"
"35351","Grandes-Jorasses"
"322076","enchaînement>mouvement"
"109083","adversaire"
"43548","pneu"
"117276","défense"
"584214","Vive le sport !"
"133660","étriers"
"141856","s\'assurer"
"158246","de sport"
"2484737","prolong"
"59940","ramer"
"117284","surentraînement"
"2608","jiu-jitsu"
"158257","brouter le gazon"
"207414","salle de sports"
"2566687","gogue fixe"
"141883","boule"
"322110","pubalgie du sportif"
"27196","skating"
"322106","poids>athlétisme"
"2411034","bodysurf"
"43583","manager"
"363077","manifestation sportive"
"240194","trou>golf"
"166464","raquette à neige"
"3705466","aller faire du sport"
"6875693","=short="
"2435683","girya"
"2460258","reining"
"19017","siffler"
"125517","jonglage"
"182863","jeu blanc"
"141906","fenêtre"
"313943","courbatture"
"379473","service des sports"
"182871","jeu à XIII"
"182868","jeu décisif"
"182874","Jeux paralympiques"
"354910","formation sportive"
"100959","motoski"
"133725","marathonien"
"51809","pack"
"2411072","kitewing"
"240229","dix-huit trous"
"567907","freeride"
"2525770","rebreaker"
"5900854","aquacycling"
"5900855","aquavélo"
"2427477","tapis-luge"
"125553","botter"
"141942","flèche"
"125556","remuer"
"2468447","snowskate"
"51834","agilité"
"10875","projection"
"166527","prise de judo"
"19069","entraîner"
"10879","tour"
"10881","bouton"
"2394791","rouleau costal"
"3787450","court croisé"
"223878","flip>saut périlleux"
"248459","hanche>équitation"
"215689","riposte>sport"
"43658","forger"
"76426","explosivité"
"84620","critérium"
"2345646","starter>athlétisme"
"125583","patiner"
"264852","malaise cardiaque"
"4221648","crampon vissé"
"109204","manageur"
"125588","hors-jeu"
"10903","bouée"
"207517","saut à la perche"
"10910","ratisser"
"322203","sport violent"
"68256","vélo"
"248481","coup de pied de réparation"
"133793","pincer"
"248480","tir au but"
"232103","ni oui ni non"
"240293","fanon>cheval"
"363183","manteau de sport"
"2731","demi-longueur"
"215720","voiture>automobile"
"92844","Raymond Poulidor"
"363188","manteau sport"
"125616","andinisme"
"142000","forme"
"68274","cow-boy"
"3230338","doubler>escrime"
"223927","Juan Carlos Ferrero"
"19126","tamis"
"305852","jeu de balle au tambourin"
"125625","sélecteur"
"305853","jeu de tambourin"
"223929","Ferrero>joueur de tennis"
"223934","tournoi>compétition"
"223933","Masters de Monte-Carlo"
"158397","spa"
"330438","rosse>cheval"
"158404","hormone de croissance"
"568014","lutte à la corde"
"35527","supinateur"
"568015","souque à la corde"
"174793","bidoris"
"232147","futsal"
"174803","Bleu"
"109264","en plein air"
"2558705","croix à courbettes"
"43735","ébats"
"3263210","Faux départ"
"248541","mât>gymnastique"
"3173103","masque>escrime"
"158433","saut d\'obstacle"
"215776","godille>natation"
"60132","Roland-Garros"
"10983","attelage"
"7441048","=push="
"27370","motoneigiste"
"4074197","médecin du sport"
"1764085","sport artistique"
"4328109","salle>sport"
"68342","vaincre"
"35577","palmarès"
"2460382","compétition domestique"
"7441036","=finish="
"133884","plaquage"
"191238","top chrono"
"35588","orteils"
"2824","volleyer"
"60169","practice"
"1485599","faire un tour>sport"
"92938","mail"
"19214","ailier"
"60174","motoneigisme"
"1485593","faire des tours>sport"
"84753","équin"
"2386736","char à glace"
"2836","knock-down"
"117527","tennistique"
"2493247","goussant"
"142114","grand prix"
"224035","palette>raquette"
"27428","hockey"
"305952","force athlétique"
"224039","palette>tir à l\'arc"
"199463","en verve"
"305953","powerlifting"
"35622","kendo"
"76583","volant"
"1657649","économie du sport"
"2845443","placage>rugby"
"92969","smasher"
"2845447","placage>catch"
"60211","performance"
"183094","manche décisive"
"117557","piquer"
"76596","palanque"
"248630","rencontre sportive"
"387891","vêtement de sport"
"2485011","kitefoil"
"2501406","lever du devant"
"248634","sport électronique"
"240442","transfert>sport"
"322366","être juste"
"174905","chalengeur"
"60222","scratcher"
"43839","roue"
"273220","bodyboard"
"117568","prolongations"
"2882","knock-out"
"52035","inter"
"240455","lucarne>football"
"305985","joute nautique"
"125769","décontracté"
"117579","jouet"
"43853","aile"
"248653","frappe>sport"
"215891","full contact"
"27474","axe"
"52051","dopage"
"207702","se donner à fond"
"35674","VTT"
"256857","aller au ski"
"1796935","nage en eau libre"
"215902","aile>formation>sport"
"2460536","Asiades"
"232284","mur>obstacle>football"
"52063","fente"
"142176","épaulé"
"43875","sixte"
"60260","sports de neige"
"6064954","George Weah"
"133988","supporteur"
"27495","stakning"
"76648","offshore"
"273261","randonnée équestre"
"109420","tir"
"19309","asseoir"
"183148","match amical"
"76657","ceinture"
"240498","passeur>sport"
"68467","poisson"
"1657707","didactique du sport"
"306039","finale des perdants"
"109426","galoper"
"240500","joueur>sport"
"306044","volleyball de plage"
"134010","générale"
"306040","finale de consolation"
"306041","finale pour la troisième place"
"306042","finale pour la médaille de bronze"
"379771","simple messieurs"
"142210","loupé"
"2468772","contre-galop"
"52099","hipposandale"
"35715","sans faute"
"142212","vrille"
"109446","cadencer"
"174987","Jeux olympiques"
"35721","anguler"
"420746","kite"
"256911","prendre du muscle"
"2321324","cheval de loisir"
"232339","rikishi"
"256915","faire des pompes"
"232338","yokozuna"
"256919","bodybuildeur"
"4320213","toper>golf"
"232340","mawashi"
"256920","bodybuilder"
"224156","coupe>trophée"
"224162","épreuve>sport"
"68515","molette"
"2485126","kettlebell"
"273319","punching ball"
"215975","poste>sport"
"2980","poloïste"
"256933","nager le crawl"
"347043","dernier carré"
"3730335","Trace sport stars"
"330671","pilier>équitation"
"330670","pilier>rugby"
"93100","capitaine"
"2378645","sanda"
"35762","saut"
"134065","stade"
"2444188","grand-chelem"
"101307","étrécir"
"248760","ne pas en démordre"
"289727","sports olympiques"
"158654","esprit d\'équipe"
"322500","volte>équitation"
"273348","Terre à terre"
"216003","feu>signal"
"265154","bébé nageur"
"142277","tortue"
"322499","volte>escrime"
"52168","patinoire"
"60361","loisirs"
"125901","réception"
"2444265","course de trot attelé"
"158669","coupe Davis"
"11215","trottinette"
"8899415","ligue supérieure"
"93139","escalade"
"93140","nunchaku"
"2485232","snowdeck"
"347101","descente masculine"
"8022946","|t=1|w=0.0"
"306150","freerun"
"2247617","podiums"
"68580","ballotade"
"2395084","à vos marques"
"289772","vélo de randonnée sportive"
"68584","athlétique"
"134126","amortir"
"52204","réceptionner"
"322537","couloir>sport"
"322548","jouer comme un pied"
"150514","skif"
"76784","pistolet"
"150512","skateboard"
"142321","passe"
"330742","Novak Djokovic"
"3059","spot"
"134132","allégir"
"76790","rhabiller"
"281597","véhicule utilitaire sport"
"273405","Ballon d\'or"
"9472874","albatros>golf"
"76796","knock-outer"
"281595","Sport utility vehicle"
"6843497","=open fracture="
"101379","uppercut"
"2944042","saison>sport"
"125961","Brennus"
"134155","cassette"
"68620","moto"
"257037","faire la course"
"2509876","hors la main"
"19474","caracole"
"27672","pas"
"93210","amazone"
"85023","biathlon"
"117795","piaffer"
"216096","maillot>sport"
"322595","emballé>cheval"
"2493441","base jumpeur"
"93222","bronco"
"35879","élimination"
"125994","fart"
"7900243","sport de nature"
"117805","pistard"
"6065266","football à 7"
"142381","barre"
"3122","caparaçon"
"6065262","judo handisport"
"1649711","contre la montre>sport"
"175167","boitier de pédalier"
"134205","larguer"
"85057","contre"
"76868","junior"
"6564899","Stand up paddle"
"109640","embrasser"
"85066","Herzog"
"142412","canon"
"60498","chatouilleux"
"322647","charnière>rugby"
"3492961","master>sport"
"35925","terrain"
"216150","brasse>nage"
"232539","écurie>sport automobile"
"11353","formation"
"6065159","sport chanbara"
"44126","sport hippique"
"2444411","sanshou"
"109667","arrivée"
"142433","pancrace"
"3171","net"
"85095","chevaucher"
"2600015","sport d\'endurance"
"60528","gymnique"
"93299","réaction"
"2436183","prise marteau"
"134263","emballage"
"330877","ultimate"
"11386","maquignon"
"109691","estrapade"
"322680","commencer>équitation"
"6065184","Arborescence des sports d\'hiver"
"5942308","tir à l\'arc handisport"
"35966","choper"
"93313","croupade"
"5893343","ring français"
"322691","mettre le pied à l\'étrier>équitation"
"11401","envoi"
"109704","superwelter"
"3312802","critérium>épreuve sportive"
"191635","beach-volley"
"68752","gugusse"
"2526389","courbette en place"
"150678","stiple"
"380048","société sportive"
"306335","médaille de la jeunesse et des sports"
"85148","lyonnaise"
"2444421","essai casquette"
"6065405","XIIIe siècle en sport"
"3233","partie"
"52385","allègement"
"6065406","XVe siècle en sport"
"27811","kayakiste"
"142497","corsaire"
"6065400","Chronologie du sport du Ve au XIIe siècle"
"36004","rame"
"6065403","XIVe siècle en sport"
"3296408","coiffeur>sport"
"85167","pointes"
"396471","vache>alpinisme"
"44209","strangulation"
"27826","arrière"
"5893354","sport canin"
"1764512","équilibre>gymnastique"
"249020","transformation>rugby"
"1928413","descente acrobatique"
"1928412","daffy"
"3296499","Kojevnikova>Elizaveta Kojevnikova"
"1928415","montblanais"
"11459","saut périlleux"
"1928414","faute de carre"
"3269","badminton"
"2477283","Barbarian"
"60617","tae-kwon-do"
"1649878","Johan Cruijff"
"232652","tournoi de Monte-Carlo"
"396500","IDM>maladie"
"199894","être coiffé au poteau"
"109782","tacle"
"85206","bat-flanc"
"191706","course hippique"
"52441","soudoiement"
"27866","cerf-volant"
"19679","Ferrari"
"101601","rencontrer"
"158945","bras de fer"
"3296470","Kojevnikova"
"191726","faire du sport"
"93420","équipier"
"6065329","Arborescence sport motocycliste"
"6065324","athlétisme handisport"
"27890","transformation"
"3314","bombe"
"6065326","haltérophilie handisport"
"314614","joueur de basket-ball"
"6065327","natation handisport"
"216309","pompe>culture physique"
"568574","osselet>cheval"
"19703","internationaux"
"3345609","étirement>étirer"
"1928417","slopestyle"
"1928416","neige naturelle"
"1928419","virage coupé"
"3345613","étirement>étirer>exercice physique"
"191741","_INFO-VOC-COMMON"
"1928418","super-G"
"6065501","camanachd"
"6065502","iomàin"
"52484","échauffement"
"265472","défaillance cardiaque"
"462082","sport motocycliste"
"2501923","hectathlon"
"2583841","commencé>Adj:"
"60679","handball"
"2583840","commencé>Ver:PPas"
"109833","voile-contact"
"1821970","entraîné>exercé"
"134408","ski nautique"
"216335","chifoumi"
"216334","cheval-fondu"
"7335265","=soccer="
"6065484","1969 en sport"
"85265","crawl"
"6065485","1987 en sport"
"2411829","capé"
"6065486","1986 en sport"
"2420022","JIFF"
"2501938","wakeskate"
"6065480","1960 en sport"
"142614","s\'entraîner"
"6065481","1962 en sport"
"6065482","1968 en sport"
"6065483","1967 en sport"
"3304741","Esprit d\'équipe"
"2403644","main de la bride"
"6065476","1947 en sport"
"3352","renvoyeur"
"1928452","skwal"
"6065477","1949 en sport"
"6065479","1961 en sport"
"1928449","eisstock"
"6065472","1940 en sport"
"6065473","1941 en sport"
"118047","chausson"
"1928451","skeletoneur"
"6065474","1942 en sport"
"1928450","monoboard"
"6065475","1948 en sport"
"27937","barde"
"240929","salière>cheval"
"2460935","aïkidokate"
"6065529","Catégorie mère - Projet sport - Portail - Café"
"85287","jumper"
"3230998","loader>paintball"
"3369","en baver"
"19759","aéromodélisme"
"93490","lutter"
"216372","tae kwon do"
"3383","welter"
"134458","désarmer"
"2223386","mastère"
"6958422","=performance="
"159039","semi-marathon"
"2403609","homme en noir"
"208190","side-cariste"
"6065436","1906 en sport"
"6065437","1909 en sport"
"6065438","1908 en sport"
"6065439","1910 en sport"
"52548","talon"
"6065432","1903 en sport"
"3304822","Gymnastique rythmique et sportive"
"6065433","1902 en sport"
"6065434","1904 en sport"
"6065435","1905 en sport"
"134474","piscine"
"6065428","1891 en sport"
"6065429","1890 en sport"
"19785","sauts"
"2559341","ultra-trail"
"6065430","1892 en sport"
"249160","toréro"
"396618","faire le pont>gymnastique"
"126285","dos"
"6065426","années 1840 en sport"
"7015717","|t=1|w=0.0"
"6065427","1850 en sport"
"85329","lutte"
"6065420","années 1810 en sport"
"6065421","années 1820 en sport"
"322901","double>tennis"
"118098","photo-finish"
"6065423","années 1830 en sport"
"6065417","années 1800 en sport"
"7466276","=lacrosse="
"437599","avoir le ballon>sport"
"6065413","années 1790 en sport"
"355678","fédération sportive"
"6065408","XVIe siècle en sport"
"6065410","XVIIe siècle en sport"
"6065411","XVIIIe siècle en sport"
"6065468","1937 en sport"
"6065469","1938 en sport"
"134499","jab"
"6065470","1939 en sport"
"44388","remplaçant"
"6065464","1933 en sport"
"6065465","1934 en sport"
"6065466","1935 en sport"
"36199","frappeur"
"6065467","1936 en sport"
"6065463","1932 en sport"
"249192","JO>Jeux Olympiques"
"36204","balle"
"6065456","1929 en sport"
"44397","pantalon"
"6065458","1930 en sport"
"6065459","1931 en sport"
"6065452","1926 en sport"
"6065453","1927 en sport"
"11635","qualification"
"6065455","1928 en sport"
"3443","toréador"
"6065448","1922 en sport"
"2567507","pénaltouche"
"290161","coup de circuit"
"6065449","1923 en sport"
"6065450","1924 en sport"
"6065451","1925 en sport"
"6065444","1918 en sport"
"6065445","1919 en sport"
"2526556","scramble"
"6065446","1920 en sport"
"6065447","1921 en sport"
"2534746","overslide"
"6065440","1916 en sport"
"6065441","1915 en sport"
"6065442","1917 en sport"
"93567","tango"
"28033","entraînement sportif"
"77184","poirier"
"6876653","=match="
"142727","Rugby"
"4050356","feuille de match"
"4091317","bicrosseur"
"5942740","tir à l\'arc à la perche verticale"
"363914","meneuse de claque"
"11663","dossiste"
"6065612","2004 en sport"
"28050","basket"
"142736","toile"
"11667","moniteur"
"126357","professionnel"
"6065609","2005 en sport"
"36245","traquenard"
"60823","disqualification"
"6065611","2003 en sport"
"183701","placage en cathédrale"
"224667","accrobranche"
"60826","doublé"
"36250","short"
"3706276","devoir faire du sport"
"134559","pénalité"
"224669","carrom"
"2583942","croiser le fer>escrime"
"1232304","étourneau>Adj:"
"6876619","=health="
"52643","leader"
"109989","volte"
"85414","aficionado"
"52647","vétéran"
"44459","dragonne"
"19887","tournante"
"159149","botter en touche"
"69038","aplatir"
"273846","kumite"
"52660","clé"
"2387345","voile sur glace"
"2379164","capriole"
"60858","batte"
"134584","break"
"5287404","plongeon>plonger>eau"
"6950358","=participant="
"142780","arc"
"126398","intercepter"
"28097","athlète"
"257474","licence sportive"
"19907","hockey sur glace"
"2469345","CAN"
"3524","kapo"
"7335335","=volleyball="
"331212","poteau>sport"
"7335333","=skating="
"28108","passer"
"11724","entraîneur"
"4083186","téléskieur"
"69068","soigneur"
"11725","sélection"
"7335329","=hockey="
"2461173","protège-oreille"
"331221","coiffer>sport"
"1322437","grimpeur>cycliste"
"134608","compétitivité"
"3493350","Première division"
"167377","roulader"
"323027","rencontrer>sport"
"2559487","oxer"
"232922","Quidditch"
"3706339","se forcer à aller faire du sport"
"110045","terre-à-terre"
"241117","crosse>sport"
"232924","vif d\'or"
"52706","routier"
"85475","dévissage"
"134628","exerciseur"
"257508","coq>sport"
"93673","andiniste"
"2559437","passège"
"6958464","=hobby="
"28139","boisé"
"44526","courbature"
"241139","équin>médecine"
"110065","tai-chi-chuan"
"93680","détente"
"241138","équin>cheval"
"3573","bouchonné"
"19960","populaire"
"2936279","pétéca"
"216573","partie>sport"
"2936274","jeu national"
"118272","trois-quarts"
"77315","vitesse"
"44547","garde"
"52740","gourmer"
"159237","tournoi de tennis"
"3305016","Bain de sang"
"134670","fourchette"
"52753","triangle"
"331287","cardiopathie coronarienne"
"36372","point"
"241173","amateur>sport"
"28184","échange"
"151066","transversale"
"118296","disputer"
"216605","boxer>boxe"
"19998","tire-bouchon"
"52767","Cantona"
"52773","bicyclette"
"60966","feinter"
"3623","assouplissement"
"142894","pie"
"208439","sport de loisir"
"208438","sport de compétition"
"208437","sport amateur"
"2436627","beau-partir"
"224821","se tirer la bourre"
"208443","sports équestres"
"7179860","=sport="
"347708","dispense sportive"
"208441","sport professionnel"
"208440","sport de masse"
"2379290","ultra-triathlon"
"2567705","ski joëring"
"208444","sports nautiques"
"233027","exercice physique"
"233029","activité physique"
"216644","cheval>équitation"
"134725","retrait"
"241220","palais des sports"
"323150","simple>tennis"
"61005","juvénile"
"3083903","division>sport"
"7171644","=slice="
"36435","décisif"
"151126","trois-six"
"36438","éventail"
"101977","descente"
"151132","trudgeon"
"11870","slicer"
"3683","libero"
"265825","faire un footing"
"142954","professeur d\'éducation physique"
"216685","aviron>canotage"
"249453","L1"
"249452","L2"
"265846","défenseur>sport"
"183921","pull-buoy"
"3699","neige"
"249456","Jesse Owens"
"93813","pongiste"
"183925","quadrugby"
"11898","vélocipède"
"2526813","lâcher la main"
"2362975","muay thaï"
"2469541","escavessade"
"3712","traverser"
"61059","kung-fu"
"2436774","ozeki"
"142977","allégement"
"20102","percée"
"134788","couloir"
"249482","équipe de volley"
"134798","fun"
"77452","surentraîner"
"249485","équipe de handball"
"233101","canne>sport"
"11918","tire-fesses"
"249490","équipe universitaire"
"102035","pirouetter"
"2371251","porteur>cheval"
"257690","escalade libre"
"61084","toboggan"
"3745","qualifier"
"93860","cochonnet"
"69284","booster"
"118439","ball-trap"
"36518","super-welter"
"2969226","claquage>médecine"
"118442","braquage"
"159407","danse classique"
"11951","canoéisme"
"216754","stade>lieu"
"85682","montoir"
"69306","agitation"
"102078","go"
"143042","pilote"
"233155","jeu>série"
"6876840","=endurance="
"233154","jeu>duperie"
"233152","jeu>sport"
"216772","quidditch"
"233156","jeu>technologie"
"2363112","branche hardie"
"249550","chaussure de foot"
"323287","KL>kilomètre lancé"
"44755","lancer"
"241360","faire un plongeon>natation"
"3797","footing"
"372435","pour le sport"
"2436856","débreaker"
"93919","surplace"
"36577","minigolf"
"405220","Bayern"
"44772","escrimer"
"52968","rabattre"
"2494157","précompétitif"
"225000","licencier>inscrire"
"208621","surcharge pondérale"
"167661","rugby à XV"
"110325","résultats"
"126711","dribbleur"
"249592","bâton de ski"
"93949","deltaplane"
"249598","jet-ski"
"216829","filet>sport"
"249597","club de ski"
"257789","quinte>escrime"
"249596","ski-club"
"61185","pelle"
"265989","discipline>sport"
"143105","collé"
"249605","cours de ski"
"249610","compétition de ski"
"249609","seconde chance"
"265999","bouée>natation"
"118538","prénom"
"249614","équipement de ski"
"249613","école de ski"
"241421","tirer>escrime"
"93966","maillot"
"241426","tirer>sport"
"323351","transformer>sport"
"8384363","joueur de football américain"
"159515","Qu\'est-ce qu\'une personne pourrait détester ?"
"110365","gogue"
"20252","dossard"
"2977586","course>alpinisme"
"143139","remonte"
"28449","coupé"
"233248","effort physique"
"2486017","cesta-punta"
"53029","marqué"
"126758","vacances"
"69414","télécabine"
"3673872","tortue>rugby"
"249642","caddie>golf"
"159531","coup de feu"
"102187","surfeur"
"2395918","azukari"
"143150","latte"
"2379528","paleta gomme creuse"
"2395914","bateau-dragon"
"216876","batteur>base-ball"
"3223326","voltige>équitation"
"126768","butoir"
"126775","culbute"
"61239","podium"
"151353","volley"
"61244","canot"
"44861","gouren"
"2527003","calcio fiorentino"
"2739991","bonnet>équitation"
"3739399","cabriole>équitation"
"102206","médecine"
"69438","planchiste"
"126782","demi-vrille"
"3907","pêche à la mouche"
"126791","xyste"
"274243","2x2 Jorkyball"
"249673","mort subite>sport"
"12107","danseuse"
"143180","marque"
"2461557","écavessade"
"151379","windsurf"
"85840","broncher"
"2396021","passéger"
"167760","randonnée pédestre"
"28499","pion"
"1904453","coulé>escrime"
"315231","tireur>sport"
"1904451","coulé>natation"
"2494278","lobber"
"2494274","tobogan"
"315233","tireur>escrime"
"28517","lad"
"249700","nouveau départ"
"53095","courbette"
"3223387","ruban>gymnastique"
"159592","faire une touche"
"151400","yachtsman"
"77676","en-but"
"274281","flanker"
"159602","brasse papillon"
"167795","Via ferrata"
"233329","paintball"
"69492","galop"
"94068","redoublement"
"77687","effort"
"61305","tac"
"20346","but"
"241539","Zinedine Zidane"
"20353","sportmanie"
"85891","arbalète"
"3305393","arçon>selle"
"2953129","aplatir>rugby"
"3973","assurer"
"159624","tenniswoman"
"143246","coquille"
"2379690","quatre-trois-trois"
"151442","OM"
"28562","rivalité"
"438160","danseuse>cyclisme"
"53145","aiguille"
"118680","ovale"
"143256","léger"
"20379","transformer"
"2527110","badiste"
"2690953","boucle>équitation"
"331685","cramper"
"159651","ski de fond"
"216994","court>terrain de sport"
"2494343","tiki-taka"
"225184","moringue"
"233383","étrier>équitation"
"110500","skiff"
"331683","courbetter"
"159652","terrain de golf"
"20392","participant"
"249770","Ons Jabeur"
"233386","étrier>sports"
"233384","étrier>alpinisme"
"217006","poids lourd>sport"
"2502539","kneeboard"
"266155","chaussette>vêtement"
"12210","rabaisser"
"143281","manche"
"4023","avant"
"20410","do"
"233407","camp>sport"
"2568091","ultramarathon"
"77763","canoë"
"143296","sextuplé"
"4035","marqueur"
"151495","boule de pétanque"
"69574","échappée"
"2379747","motocrosseur"
"102345","plaisir"
"151498","joueuse"
"36811","billard"
"110542","trial"
"135126","demie"
"36820","ouverture"
"143323","crosse"
"217055","poutre>gymnastique"
"233437","disque>sport"
"12255","buter"
"151522","_FL:9"
"217056","agrès>gymnastique"
"151526","sportive"
"2412492","frontenis"
"241647","set>tennis"
"28652","étrier"
"1994736","aubiner"
"241649","shooter>sport"
"94197","appartenance"
"151540","bodybuilding"
"86007","skipper"
"258042","marche rapide"
"151547","course à pied"
"282621","balltrap"
"200698","faire un plongeon"
"151550","_FL:8"
"36861","pédaler"
"9178995","sports automobiles"
"4096","relais"
"151553","_FL:0"
"45059","demi-volée"
"86020","horse-ball"
"233478","triple galop"
"94214","faire le pont"
"217097","crochet>coup de poing"
"151565","mélée"
"151568","_FL:11"
"135190","lieu"
"53269","simple"
"1798158","marqué>Adj:"
"1798157","marqué>Ver:PPas"
"127000","mouche"
"5836864","sport aux États-Unis"
"249882","aquabiking"
"151576","_FL:6"
"249887","course en ligne"
"184348","sport de plein air"
"1798149","marqué>marquer un but"
"2453509","autobut"
"184352","starting block"
"86050","aéronautique sportive"
"143396","punch"
"151592","tour de France"
"2740229","se changer>vêtement"
"102447","fer-à-cheval"
"94255","trialiste"
"159789","barres parallèles"
"143408","milieu"
"208944","tenue de sport"
"151606","entrainement"
"118839","turf"
"159797","sportives"
"2510865","trail running"
"2461726","cadrage-débordement"
"53310","jus"
"348228","double faute"
"3575927","Morpho:min"
"127040","avancée"
"53314","jeu"
"2363490","plyométrie"
"2363491","pliométrie"
"45127","exercices"
"290892","Liste des sports nationaux"
"1912917","_INFO-COUNTABLE-YES"
"7024674","=running="
"348233","double messieurs"
"184396","surface de réparation"
"3387491","Balle de match"
"372820","presse sportive"
"143440","équipe"
"315479","queue de cheval>cheval"
"266321","bon pour la santé"
"1380416","activité [contexte] sortie scolaire"
"61526","roulé-boulé"
"2945147","terrain>équitation"
"86104","canotage"
"12380","potence"
"3911782","téléskieuse"
"4189","serré"
"249949","être défait"
"69729","bai"
"20576","spéléiste"
"381031","sport d\'été"
"3788891","Alamercery"
"381030","sport athlétique"
"8384536","se motiver pour faire du sport"
"159850","sport aérien"
"381037","sport sous-marin"
"8384535","essayer de faire du sport"
"381036","sport populaire"
"77928","ventrière"
"159848","sport olympique"
"28778","arrêter"
"159849","c\'est du sport"
"381038","sport équestre"
"217192","spot>sport"
"381033","sport de voile"
"594021","knock-out>Adj:"
"151663","_FL:15"
"381032","sport de balle"
